address,type,x-text
0x5931a0,string,"Couldn't allocate and install standard lamp"
0x5931cc,string,"Unable to find required palette"
0x5931ec,string,"Couldn't open Key Map file"
0x593208,string,"Couldn't open General Settings file"
0x59322c,string,"There was a problem with the Preferences file - try deleting it."
0x593270,string,"Couldn't allocate self"
0x593288,string,"Couldn't allocate camera"
0x5932a4,string,"Couldn't calculate the application's pathname"
0x5932d4,string,"Couldn't allocate root actor"
0x5932f4,string,"Couldn't allocate Z-Buffer"
0x593310,string,"Couldn't allocate off-screen buffer"
0x593334,string,"Unable to support this screen depth setting"
0x593360,string,"Physics Error: %"
0x593374,string,"(%8.3f, %8.3f, %8.3f)"
0x59338c,string,"[%8.3f, %8.3f, %8.3f]"
0x5933dc,string,"Carmageddon"
0x5937fc,string,"Death Race"
0x593808,string,"kMem_exception"
0x593818,string,"kMem_misc"
0x593824,string,"kMem_explosion_data"
0x593838,string,"kMem_cloned_block"
0x59384c,string,"kMem_detached_bit_non_car_spec"
0x59386c,string,"kMem_smashable_env_info"
0x593884,string,"kMem_smashable_info"
0x593898,string,"kMem_collision_shape"
0x5938b0,string,"kMem_collision_object"
0x5938c8,string,"kMem_master_crush_data"
0x5938e0,string,"kMem_action_replay_buffer"
0x5938fc,string,"kMem_abuse_text"
0x59390c,string,"kMem_drone_funk_groove"
0x593924,string,"kMem_S3_Windows_95_path"
0x59393c,string,"kMem_S3_Windows_95_create_temp_buffer_space_to_reverse_sample"
0x59397c,string,"kMem_S3_Windows_95_load_WAV_file"
0x5939a0,string,"kMem_S3_DOS_SOS_song_data"
0x5939bc,string,"kMem_S3_DOS_SOS_song_structure"
0x5939dc,string,"kMem_S3_DOS_SOS_patch"
0x5939f4,string,"kMem_drone_paths"
0x593a08,string,"kMem_drone_specs"
0x593a1c,string,"kMem_S3_source"
0x593a2c,string,"kMem_S3_reverse_buffer"
0x593a44,string,"kMem_S3_descriptor"
0x593a58,string,"kMem_S3_channel"
0x593a68,string,"kMem_S3_outlet"
0x593a78,string,"kMem_S3_sentinel"
0x593a8c,string,"kMem_S3_mac_path"
0x593aa0,string,"kMem_S3_mac_channel"
0x593ab4,string,"kMem_S3_sample"
0x593ac4,string,"kMem_S3_sound_header"
0x593adc,string,"kMem_S3_scan_name"
0x593af0,string,"kMem_non_car_spec"
0x593b04,string,"kMem_groove_spec"
0x593b18,string,"kMem_funk_spec"
0x593b28,string,"kMem_physics_joint"
0x593b3c,string,"kMem_misc_poly_ped"
0x593b50,string,"kMem_ped_face_cache"
0x593b64,string,"kMem_boner"
0x593b70,string,"kMem_stor_space_table"
0x593b88,string,"kMem_new_save_game"
0x593b9c,string,"kMem_saved_game"
0x593bac,string,"kMem_new_special_vol"
0x593bc4,string,"kMem_special_screen"
0x593bd8,string,"kMem_special_volume"
0x593bec,string,"kMem_stored_smash"
0x593c00,string,"kMem_packed_file"
0x593c14,string,"kMem_new_mat_id"
0x593c24,string,"kMem_funk_prox_array"
0x593c3c,string,"kMem_video_pixels"
0x593c50,string,"kMem_pratcam_pixelmap"
0x593c68,string,"kMem_pratcam_sequence_array"
0x593c84,string,"kMem_pratcam_flic_data"
0x593c9c,string,"kMem_pratcam_flic_array"
0x593cb4,string,"kMem_sound_generator"
0x593ccc,string,"kMem_noisey_parts"
0x593ce0,string,"kMem_powerup_parms"
0x593cf4,string,"kMem_powerup_array"
0x593d08,string,"kMem_pipe_model_geometry"
0x593d24,string,"kMem_ped_new_instruc"
0x593d3c,string,"kMem_ped_instructions"
0x593d54,string,"kMem_ped_array"
0x593d64,string,"kMem_ped_array_stain"
0x593d7c,string,"kMem_smash_vertex_array"
0x593d94,string,"kMem_smash_poly_array"
0x593dac,string,"kMem_oppo_bit_per_node"
0x593dc4,string,"kMem_drone_model_dup"
0x593ddc,string,"kMem_oppo_new_sections"
0x593df4,string,"kMem_oppo_new_nodes"
0x593e08,string,"kMem_player_list_leave"
0x593e20,string,"kMem_player_list_join"
0x593e38,string,"kMem_dynamic_message"
0x593e50,string,"kMem_net_car_spec"
0x593e64,string,"kMem_net_pid_details"
0x593e7c,string,"kMem_net_max_messages"
0x593e94,string,"kMem_net_mid_messages"
0x593eac,string,"kMem_net_min_messages"
0x593ec4,string,"kMem_quit_vfy_pal"
0x593ed8,string,"kMem_quit_vfy_pixels"
0x593ef0,string,"kMem_back_pixels"
0x593f04,string,"kMem_mac_net_details"
0x593f1c,string,"kMem_mac_host_buffer_2"
0x593f34,string,"kMem_mac_host_buffer_1"
0x593f4c,string,"kMem_misc_string"
0x593f60,string,"kMem_oppo_car_spec"
0x593f74,string,"kMem_br_font_glyphs"
0x593f88,string,"kMem_br_font_enc"
0x593f9c,string,"kMem_br_font_wid"
0x593fb0,string,"kMem_br_font"
0x593fc0,string,"kMem_oppo_text_str"
0x593fd4,string,"kMem_oppo_text_chunk"
0x593fec,string,"kMem_oppo_array"
0x593ffc,string,"kMem_race_text_str"
0x594010,string,"kMem_race_text_chunk"
0x594028,string,"kMem_undamaged_vertices"
0x594040,string,"kMem_damage_clauses"
0x594054,string,"kMem_smash_side_effects"
0x59406c,string,"kMem_smash_levels"
0x594080,string,"kMem_boner_type_frames"
0x594098,string,"kBoner_mem_type_char_instance"
0x5940b8,string,"kBoner_mem_type_person_moves"
0x5940d8,string,"kBoner_mem_type_person_parts"
0x5940f8,string,"kBoner_mem_type_person"
0x594110,string,"kBoner_mem_type_stored"
0x594128,string,"kBoner_mem_type_stored_ptrs"
0x594144,string,"kBoner_mem_type_moves"
0x59415c,string,"kBoner_mem_type_actor_ptrs"
0x594178,string,"kBoner_mem_type_simple_coll_obj"
0x594198,string,"kBoner_mem_type_boned_coll_obj"
0x5941b8,string,"kBoner_mem_type_boned_coll"
0x5941d4,string,"kBoner_mem_type_bone_info"
0x5941f0,string,"kBoner_mem_type_boned_phys"
0x59420c,string,"kBoner_mem_type_simple_phys"
0x594228,string,"kBoner_mem_type_actor_sets"
0x594244,string,"kBoner_mem_type_form"
0x59425c,string,"kMem_drone_collision_stuff"
0x594278,string,"kMem_crush_data"
0x594288,string,"kMem_simp_level"
0x594298,string,"kMem_non_car_list"
0x5942ac,string,"kMem_columns_x"
0x5942bc,string,"kMem_columns_z"
0x5942cc,string,"kBoner_mem_type_frame_2"
0x5942e4,string,"kMem_sections_array"
0x5942f8,string,"kMem_nodes_array"
0x59430c,string,"kBoner_mem_type_sequence"
0x594328,string,"kBoner_mem_type_remap"
0x594340,string,"BR_MEMORY_TOKEN_TEMPLATE"
0x59435c,string,"BR_MEMORY_TOKEN_VALUE"
0x594374,string,"BR_MEMORY_ORDER_TABLE"
0x59438c,string,"BR_MEMORY_PREPARED_MODEL"
0x5943a8,string,"BR_MEMORY_FMT_RESULTS"
0x5943c0,string,"BR_MEMORY_ENABLED_ACTORS"
0x5943dc,string,"BR_MEMORY_OBJECT_LIST_ENTRY"
0x5943f8,string,"BR_MEMORY_OBJECT_LIST"
0x594410,string,"BR_MEMORY_LEXER"
0x594420,string,"BR_MEMORY_DRIVER"
0x594434,string,"BR_MEMORY_OBJECT_DATA"
0x59444c,string,"BR_MEMORY_OBJECT"
0x594460,string,"BR_MEMORY_TOKEN_MAP"
0x594474,string,"BR_MEMORY_TOKEN"
0x594484,string,"BR_MEMORY_RENDER_DATA"
0x59449c,string,"BR_MEMORY_EXCEPTION_HANDLER"
0x5944b8,string,"BR_MEMORY_IMAGE_NAMES"
0x5944d0,string,"BR_MEMORY_IMAGE_SECTIONS"
0x5944ec,string,"BR_MEMORY_IMAGE_ARENA"
0x594504,string,"BR_MEMORY_IMAGE"
0x594514,string,"BR_MEMORY_DATAFILE"
0x594528,string,"BR_MEMORY_RENDER_MATERIAL"
0x594544,string,"BR_MEMORY_POOL"
0x594554,string,"BR_MEMORY_ANCHOR"
0x594568,string,"BR_MEMORY_FILE"
0x594578,string,"BR_MEMORY_RESOURCE_CLASS"
0x594594,string,"BR_MEMORY_TRANSFORM"
0x5945a8,string,"BR_MEMORY_REGISTRY"
0x5945bc,string,"BR_MEMORY_STRING"
0x5945d0,string,"BR_MEMORY_CLIP_PLANE"
0x5945e8,string,"BR_MEMORY_BOUNDS"
0x5945fc,string,"BR_MEMORY_CAMERA"
0x594610,string,"BR_MEMORY_LIGHT"
0x594620,string,"BR_MEMORY_PREPARED_FACES"
0x59463c,string,"BR_MEMORY_PREPARED_VERTICES"
0x594658,string,"BR_MEMORY_ACTOR"
0x594668,string,"BR_MEMORY_MATERIAL_INDEX"
0x594684,string,"BR_MEMORY_MATERIAL"
0x594698,string,"BR_MEMORY_MODEL"
0x5946a8,string,"BR_MEMORY_GROUPS"
0x5946bc,string,"BR_MEMORY_FACES"
0x5946cc,string,"BR_MEMORY_VERTICES"
0x5946e0,string,"BR_MEMORY_PIXELS"
0x5946f4,string,"BR_MEMORY_PIXELMAP"
0x594708,string,"BR_MEMORY_SCRATCH"
0x59471c,string,"NULL POINTER BEING FREED"
0x5947cc,string,"reverse"
0x5947d4,string,"forward"
0x5947dc,string,"dronespeed"
0x5947e8,string,"controlled"
0x5947f4,string,"z"
0x5947f8,string,"y"
0x5947fc,string,"x"
0x594800,string,"spinnyFunk"
0x59480c,string,"steeringGroove"
0x59481c,string,"spinnyGroove"
0x59482c,string,"CHOPPER"
0x594834,string,"TRAIN"
0x59483c,string,"CAR"
0x594840,string,"SemiInitDroneSpec() - REINITIALISING DRONE SPEC"
0x594870,string,"%d: %s: %3.3f, %3.3f, %3.3f"
0x59488c,string,"     Pos"
0x594898,string,"PROCESSING OFF: Frame %d, Drone %d, state %d"
0x5948c8,string,"STOP RENDERING: %d"
0x5948dc,string,"DroneStateFuncReset() START"
0x5948f8,string,"NewDroneState() Drone %d, Current state %d, New state %d"
0x594934,string,"DroneStateFuncReset() RUN"
0x594950,string,"DroneStateFuncReset() STOP"
0x59496c,string,"DroneStateFuncControlledMovement() START"
0x594998,string,"Keith"
0x5949a0,string,"DroneStateFuncControlledMovement() RUN"
0x5949c8,string,"DroneStateFuncControlledMovement() DEFAULT"
0x5949f4,string,"eDDS_straight_start"
0x594a08,string,"eDDS_straight_driving: CLAUSE 7 %f %f"
0x594a30,string,"eDDS_straight_driving: CLAUSE 6 %f %f"
0x594a58,string,"eDDS_straight_driving: CLAUSE 5 %f %f"
0x594a80,string,"eDDS_straight_driving: CLAUSE 4b %f %f"
0x594aa8,string,"eDDS_straight_driving: CLAUSE 4a %f %f"
0x594ad0,string,"eDDS_straight_driving: a %f, time_to_hit_max_corner_speed %f %f %f"
0x594b14,string,"eDDS_straight_driving: CLAUSE 4 %f %f"
0x594b3c,string,"eDDS_straight_driving: decel_envelope %f %f %f"
0x594b6c,string,"eDDS_straight_driving: CLAUSE 2b %f %f"
0x594b94,string,"eDDS_straight_driving: CLAUSE 2a %f %f"
0x594bbc,string,"eDDS_straight_driving: TAKEOFF/INFLIGHT %f %f"
0x594bec,string,"eDDS_straight_driving: APPROACH %f %f"
0x594c14,string,"eDDS_straight_driving: TAXI/LANDING %f %f"
0x594c40,string,"MoveThisDronePlane()"
0x594c58,string,"CalculateDrivingInfo called - centre node %d, radius %f, section after corner %p"
0x594cac,string,"MoveThisDroneCar()"
0x594cc0,string,"DroneStateFuncPhysicsActive() RUN"
0x594ce4,string,"DroneStateFuncStationaryPassive() RUN"
0x594d0c,string,"not_drivable_on"
0x594d1c,string,"drivable_on"
0x594d28,string,"distance"
0x594d34,string,"always"
0x594d3c,string,"inline"
0x594d44,string,"vertical"
0x594d50,string,"norespawn"
0x594d5c,string,"respawn"
0x594d64,string,"variable"
0x594d70,string,"constant"
0x594d7c,string,"sharp"
0x594d84,string,"smooth"
0x594d8c,string,"END OF DRONES"
0x594d9c,string,"VERSION"
0x594da4,string,"DRONE.TXT"
0x594db0,string,"DRONES"
0x594db8,string,".TXT"
0x594dc0,string,"    Pos"
0x594dc8,string,"PROCESSING ON: Frame %d, Drone %d, state %d"
0x594df4,string,"DRONE.C: Reading mechanics data for drone of type %s"
0x594e2c,string,"ReadPastBoundsShapesHeader() returning TRUE"
0x594e58,string,"START OF BOUNDING SHAPES"
0x594e74,string,"Can't load drone car actor file for %s"
0x594e9c,string,".ACT"
0x594ea4,string,"Drone%d"
0x594eac,string,"AFTER LOADING DRONE ACTORS/MODELS"
0x594ed0,string,"Can't find model called '%s' for drone '%s'"
0x594efc,string,"BEFORE LOADING DRONE ACTORS/MODELS"
0x594f20,string,"No drone model"
0x594f30,string,"END OF FUNKYGROOVY STUFF"
0x594f4c,string,"START OF FUNKYGROOVY STUFF"
0x594f68,string,"Corrupt race text file - drone type corrupt in drone node %d"
0x594fa8,string,"Nodes: %d"
0x594fb4,string,"End of LoadInDronePaths(), totals:"
0x594fd8,string,"END OF DRONE PATHS"
0x594fec,string,"Too many drones in race (limit %d)"
0x595010,string,"Weird type for drone section"
0x595030,string,"ERROR - drone node %d has too many sections"
0x59505c,string,"ERROR - '%s' no such drone type in drone node %d"
0x595090,string,"Drones paths are not version 2"
0x5950b0,string,"Corrupt race text file - No drone path info"
0x5950dc,string,"START OF DRONE PATHS"
0x5950f4,string,"Start of LoadInDronePaths()..."
0x595114,string,"InitDroneSpec() - INITIALISING DRONE SPEC"
0x595140,string,"FINISHED processing Drone %d, state %d"
0x595168,string,"START RENDERING: %d"
0x59517c,string,"REASSERTING OBJECT MATRIX: v length %f, Frame %d, Drone %d, state %d: "
0x5951c4,string,"STEERING GROOVE: rot %f, h_radius %f, reverse %d, left_turn %d"
0x595204,string,"MyDroneHathCollideth(): PHIL called a bloody callback. Rejoice!"
0x595244,string,"MyDroneHathHalteth(): PHIL called a bloody callback. Rejoice!"
0x595284,string,"MoveMyDroneBaby(): Drone %d, State %d"
0x5952ac,string,"Drone spec current_v"
0x5952c4,string,"Alleged current_v"
0x5952d8,string,"Object matrix-to-actor v"
0x5952f4,string,"FUCKING HELL! Object and drone actors differ!"
0x595324,string,"Object and drone actors are the same thing. OK."
0x595354,string,"State %d, last state %d, last last state %d"
0x595380,string,"guilty length %f"
0x595394,string,"%d: DRONE PHYSICS WARNING - Drone index %d"
0x5953c0,string,"************"
0x5953d0,string,"Drone %d"
0x5953dc,string,"F DRONERENDER"
0x5953ec,string,"B DRONERENDER"
0x5953fc,string,"ElasticateyDronePathModel"
0x595418,string,"StaticDronePathModel"
0x595430,string,"Unable to open drone path output file"
0x595458,string,"\n%s\n"
0x595460,string,"\t\t%d, %d, %d, %d\n"
0x595474,string,"\t%d\n"
0x59547c,string,"\t%s\n"
0x595484,string,"\t%.3f, %.3f, %.3f\n"
0x595498,string,"\t\n// %d:\n"
0x5954a4,string,"%-3d   // n_nodes\n"
0x5954b8,string,"\n%-3d   // version\n"
0x5954cc,string,"%s\n"
0x5954d0,string,"wt"
0x5954d4,string,"r+"
0x5954d8,string,"DPATH%0.3d.TXT"
0x5954e8,string,"No drones close enough"
0x595500,string,"Selected drone #%d"
0x595514,string,"Already Showing Drone Paths"
0x595530,string,"Showing Drone Paths"
0x595544,string,"Drone Path Error - Can't allocate actors/models"
0x595574,string,"Drone Paths Already Hidden"
0x595590,string,"Hiding Drone Paths"
0x5955a4,string,"You must show Drone Paths first"
0x5955c4,string,"Get nearer to a drone node"
0x5955e0,string,"You must be elasticating to do that"
0x595604,string,"New section too long"
0x59561c,string,"Shat out drone path node #%d"
0x59563c,string,"Stop elasticating first"
0x595654,string,"Too close. Move a bit."
0x59566c,string,"Out of spare nodes. Sorry."
0x595688,string,"No more free links on this node"
0x5956a8,string,"NOT a valid path"
0x5956bc,string,"OK, valid path"
0x5956cc,string,"LAYBY"
0x5956d4,string,"-"
0x5956d8,string,"PARKING SPACE"
0x5956e8,string,"ANY vehicle"
0x5956f4,string,"PRIVATE"
0x5956fc,string,", "
0x595700,string,"ALL sizes"
0x59570c,string,"SMALL vehicles"
0x59571c,string,"Drone node #%d, "
0x595730,string,"Drone node %d"
0x595740,string,"DELETED node #%d. All nodes have been re-numbered."
0x595774,string,"DeleteNodeSectionsAndOrphans(): END. New number of nodes %d, number of drones %d"
0x5957c8,string,"DeleteNodeSectionsAndOrphans(): Orphan phase, node %d is NOT referenced by any others and has no sections"
0x595834,string,"NodeIsReferenced(): Node %d referenced by node %d section %d"
0x595874,string,"DeleteNodeSectionsAndOrphans(): Orphan phase, New number of nodes %d"
0x5958bc,string,"DeleteNodeSectionsAndOrphans(): Orphan phase, DELETING orphan node %d"
0x595904,string,"DeleteDrone(): New number of drones %d"
0x59592c,string,"DeleteDrone(): DELETING drone %d"
0x595950,string,"DeleteNodeSectionsAndOrphans(): Drone %d owns node %d, so deleting drone"
0x59599c,string,"DeleteNodeSectionsAndOrphans(): DELETING %d, current number of nodes %d"
0x5959e4,string,"DeleteNodeAndSections(): END"
0x595a04,string,"INFO: sizeofs: tDrone_section %d, tDrone_node %d, tDrone_spec %d, gDrone_nodes[pNodenum] %d"
0x595a60,string,"DeleteNodeAndSections(): shifting nodes down 1 into node %d position, sizeof a node is %d, number of nodes to shift is %d, total mem block size %d"
0x595af4,string,"DeleteNodeAndSections(): node %d, section %d, link_node %d, being deleted"
0x595b40,string,"DeleteNodeAndSections(): node %d, section %d, link_node %d, being decremented"
0x595b90,string,"DeleteNodeAndSections(): node %d"
0x595bb4,string,"BOINK!"
0x595bbc,string,"Select a drone first"
0x595bd4,string,"Max drone limit reached"
0x595bec,string,"Node #%d already occupied. Try selecting it."
0x595cbc,string,"POINT"
0x595cc4,string,"ACTOR"
0x595ccc,string,"NONCAR"
0x595cd4,string,"CONTINUOUS"
0x595ce0,string,"PERIODIC"
0x595cec,string,"RANDOM"
0x595cf4,string,"Full"
0x595cfc,string,"PATHS.TXT"
0x595d08,string,"CDINFO: StartMusic(): New gNext_track_finished_check %d"
0x595d40,string,"CD: Hasn't played yet, so not stopping/starting it"
0x595d74,string,"CD: Setting volume to %d"
0x595d90,string,"SOUND.TXT"
0x595d9c,string,"SOUND"
0x595da4,string,"CDINFO: SoundService(): Stopping & starting CD, time %d, gNext_track_finished_check %d"
0x595dfc,string,"CDINFO: DRS3StartCDA(): Chosen actual CD track %d"
0x595e30,string,"CDINFO: DRS3StartCDA(): Requested track id %d"
0x595e60,string,"CDINFO: StartMusicTrack(): New gNext_track_finished_check %d"
0x595ea0,string,"%c%02d"
0x595ea8,string,"%d\t\t\t\t\t// sound ID\n"
0x595ebc,string,"%d\t\t\t\t\t// num sounds\n"
0x595ed4,string,"%d\t\t\t\t\t// max deviation\n"
0x595ef0,string,"%.2f,%.2f\t\t\t\t\t// min,max gap\n"
0x595f10,string,"%.2f\t\t\t\t\t// period\n"
0x595f24,string,"%s\t\t\t\t\t// sound time type\n"
0x595f40,string,"NONE\t\t\t\t\t// sound time type\n"
0x595f60,string,"ZOMSOUND"
0x595f6c,string,"ALSOUND"
0x595fa0,string,"Unknown Error acquiring joystick %d\n"
0x595fc8,string,"Joystick %d DIERR_OTHERAPPHASPRIO\n"
0x595fec,string,"Joystick %d DIERR_INVALIDPARAM\n"
0x59600c,string,"Joystick #%d already acquired\n"
0x59602c,string,"Joystick #%d acquired\n"
0x596044,string,"Cant enable I-Force"
0x596058,string,"FFB.IFR"
0x596060,string,"Illegal effect Type"
0x596074,string,"Reached hardcoded limit for # of effects."
0x5960a0,string,"Hello"
0x5960a8,string,"Collision Force"
0x5960b8,string,"Basic Force"
0x5960c4,string,"Basic Friction"
0x5960d4,string,"attempting to reacquire\n"
0x5960f0,string,"Can't poll, unknown error\n"
0x59610c,string,"couldn't reacquire joystick %d\n"
0x59612c,string,"Joystick %d: %s %d"
0x596140,string,"IDirectInputDevice::SetProperty(DIPH_RANGE)  FAILED\n"
0x596178,string,"IDirectInputDevice:: SetProperty(DIPH_DEADZONE) FAILED\n"
0x5961b0,string,"Could not set dinput coop level\n"
0x5961d4,string,"QueryInterface did not return DI_OK\n"
0x5961fc,string,"Could not set dinput device data format\n"
0x596228,string,"Could not create dinput object\n"
0x596248,string,"ifpr"
0x596314,string,"Right"
0x59631c,string,"Left"
0x596324,string,"Brake"
0x59632c,string,"Accelerate"
0x596338,string,"Horn"
0x596340,string,"Doors"
0x596348,string,"Camera Mode"
0x596354,string,"Cycle Target"
0x596364,string,"Target Lock"
0x596370,string,"Buy Offensive"
0x596380,string,"Buy Power"
0x59638c,string,"Buy Armour"
0x596398,string,"Cockpit View"
0x5963a8,string,"Map"
0x5963ac,string,"Wheel Spin"
0x5963b8,string,"Prev Powerup"
0x5963c8,string,"Next Powerup"
0x5963d8,string,"Use Powerup"
0x5963e4,string,"Hand Brake"
0x5963f0,string,"Reapir"
0x5963f8,string,"Recover"
0x596400,string,".*"
0x596404,string,"TRACKX"
0x59640c,string,"CPOINT"
0x596414,string,"POWERUP"
0x59641c,string,"Tint Poly"
0x596428,string,"Acc Poly Mat"
0x596438,string,"WANKER  %02d"
0x596448,string,"%s      #%02d"
0x596458,string,"%s      ???"
0x596464,string,"setpos error"
0x596474,string,"getpos error"
0x596484,string,"\n"
0x596488,string,"%.3f, %.3f\n"
0x596494,string,"%d\n"
0x596498,string,"&%s\n"
0x5964a0,string,"Cant open %s"
0x5964b0,string,"JOYSTICK.TXT"
0x599c58,string,"MAI2OPGL.FLI"
0x599c68,string,"MAI2OPFL.FLI"
0x599c78,string,"MAI2NNGL.FLI"
0x599c88,string,"MAI2NNFL.FLI"
0x599c98,string,"MAI2N1GL.FLI"
0x599ca8,string,"MAI2N1FL.FLI"
0x599cb8,string,"MAI2LDGL.FLI"
0x599cc8,string,"MAI2LDFL.FLI"
0x599cd8,string,"MAI2QTGL.FLI"
0x599ce8,string,"MAI2QTFL.FLI"
0x599cf8,string,"BKBUTON.FLI"
0x599d04,string,"BKBUTOFF.FLI"
0x599d14,string,"BKBUT8IN.FLI"
0x599d24,string,"DNBUT8IN.FLI"
0x599d34,string,"BGBUT8FL.FLI"
0x599d44,string,"BGBUT8GL.FLI"
0x599d54,string,"SUM2STIL.FLI"
0x599d64,string,"SUM1AWAY.FLI"
0x599d74,string,"SUM1STIL.FLI"
0x599d84,string,"DARECHIN.FLI"
0x599d94,string,"DAREACIN.FLI"
0x599da4,string,"DARECOME.FLI"
0x599db4,string,"GRIDRTIN.FLI"
0x599dc4,string,"GRIDRTGL.FLI"
0x599dd4,string,"GRIDRTFL.FLI"
0x599de4,string,"GRIDLFIN.FLI"
0x599df4,string,"GRIDLFGL.FLI"
0x599e04,string,"GRIDLFFL.FLI"
0x599e14,string,"GRIDAWAY.FLI"
0x599e24,string,"GRIDSTIL.FLI"
0x599e34,string,"PSRMDIIN.FLI"
0x599e44,string,"PSRMAWAY.FLI"
0x599e54,string,"PSRMCOME.FLI"
0x599e64,string,"GRPH11FL.FLI"
0x599e74,string,"GRPH10FL.FLI"
0x599e84,string,"GRPH09FL.FLI"
0x599e94,string,"GRPH08FL.FLI"
0x599ea4,string,"GRPH07FL.FLI"
0x599eb4,string,"GRPH06FL.FLI"
0x599ec4,string,"GRPH05FL.FLI"
0x599ed4,string,"GRPH04FL.FLI"
0x599ee4,string,"GRPH03FL.FLI"
0x599ef4,string,"GRPH02FL.FLI"
0x599f04,string,"GRPH01FL.FLI"
0x599f14,string,"GRPH00FL.FLI"
0x599f24,string,"PARTOFGL.FLI"
0x599f34,string,"PARTPFGL.FLI"
0x599f44,string,"PARTSPIN.FLI"
0x599f54,string,"PARTEXIN.FLI"
0x599f64,string,"PARTOFIN.FLI"
0x599f74,string,"PARTPFIN.FLI"
0x599f84,string,"PARTARIN.FLI"
0x599f94,string,"PARTARGL.FLI"
0x599fa4,string,"PARTAWAY.FLI"
0x599fb4,string,"PARTCOME.FLI"
0x599fc4,string,"GRPH11GL.FLI"
0x599fd4,string,"GRPH10GL.FLI"
0x599fe4,string,"GRPH09GL.FLI"
0x599ff4,string,"GRPH08GL.FLI"
0x59a004,string,"GRPH07GL.FLI"
0x59a014,string,"GRPH06GL.FLI"
0x59a024,string,"GRPH05GL.FLI"
0x59a034,string,"GRPH04GL.FLI"
0x59a044,string,"GRPH03GL.FLI"
0x59a054,string,"GRPH02GL.FLI"
0x59a064,string,"GRPH01GL.FLI"
0x59a074,string,"GRPH00GL.FLI"
0x59a084,string,"CHCRAWAY.FLI"
0x59a094,string,"CHCRCOME.FLI"
0x59a0a4,string,"CHRCAWAY.FLI"
0x59a0b4,string,"CHRCCOME.FLI"
0x59a0c4,string,"VWOPDWIN.FLI"
0x59a0d4,string,"VWOPDWGL.FLI"
0x59a0e4,string,"VWOPDWFL.FLI"
0x59a0f4,string,"VWOPUPIN.FLI"
0x59a104,string,"2BUTONGL.FLI"
0x59a114,string,"2BUTONFL.FLI"
0x59a124,string,"VWOPP2SC.FLI"
0x59a134,string,"VWIN2OPP.FLI"
0x59a144,string,"VWSC2IN.FLI"
0x59a150,string,"NTSXSTIL.FLI"
0x59a160,string,"NTSHSTEN.FLI"
0x59a170,string,"NTSCLVIN.FLI"
0x59a180,string,"NTSHENIN.FLI"
0x59a190,string,"NTSHSTIN.FLI"
0x59a1a0,string,"NTSCSTIL.FLI"
0x59a1b0,string,"NTSHSTIL.FLI"
0x59a1c0,string,"STRTCCIN.FLI"
0x59a1d0,string,"STRTSRIN.FLI"
0x59a1e0,string,"STRTPSIN.FLI"
0x59a1f0,string,"STRTCRIN.FLI"
0x59a200,string,"CNTL00GL.FLI"
0x59a210,string,"CNTL00FL.FLI"
0x59a220,string,"STRTAWAY.FLI"
0x59a230,string,"STRTCOME.FLI"
0x59a240,string,"STRTSTIL.FLI"
0x59a250,string,"NCHO06FL.FLI"
0x59a260,string,"NCHO05FL.FLI"
0x59a270,string,"NCHO04FL.FLI"
0x59a280,string,"NCHO03FL.FLI"
0x59a290,string,"NCHO02FL.FLI"
0x59a2a0,string,"NCHO01FL.FLI"
0x59a2b0,string,"NCHO00FL.FLI"
0x59a2c0,string,"OTHRAWAY.FLI"
0x59a2d0,string,"OTHRCOME.FLI"
0x59a2e0,string,"CNTLSTIL.FLI"
0x59a2f0,string,"CNTLDNGL.FLI"
0x59a300,string,"CNTLDNFL.FLI"
0x59a310,string,"CNTLMRIN.FLI"
0x59a320,string,"CNTLDFIN.FLI"
0x59a330,string,"CNTLCAIN.FLI"
0x59a340,string,"CNTLDNIN.FLI"
0x59a350,string,"CNTLAWAY.FLI"
0x59a360,string,"CNTLCOME.FLI"
0x59a370,string,"NCHO06GL.FLI"
0x59a380,string,"NCHO05GL.FLI"
0x59a390,string,"NCHO04GL.FLI"
0x59a3a0,string,"NCHO03GL.FLI"
0x59a3b0,string,"NCHO02GL.FLI"
0x59a3c0,string,"NCHO01GL.FLI"
0x59a3d0,string,"NCHO00GL.FLI"
0x59a3e0,string,"GRPHAWAY.FLI"
0x59a3f0,string,"GRPHCOME.FLI"
0x59a400,string,"SNDOOLGL.FLI"
0x59a410,string,"SNDOOLFL.FLI"
0x59a420,string,"DNEBUTIN.FLI"
0x59a430,string,"SNDOAWAY.FLI"
0x59a440,string,"SNDOCOME.FLI"
0x59a450,string,"NOPT11FL.FLI"
0x59a460,string,"OPTNMSIN.FLI"
0x59a470,string,"OPTNGRIN.FLI"
0x59a480,string,"OPTNCNIN.FLI"
0x59a490,string,"OPTNSNIN.FLI"
0x59a4a0,string,"NOPT11GL.FLI"
0x59a4b0,string,"NOPT10FL.FLI"
0x59a4c0,string,"OPTNAWAY.FLI"
0x59a4d0,string,"OPTNCOME.FLI"
0x59a4e0,string,"NOPT10GL.FLI"
0x59a4f0,string,"NOPT09FL.FLI"
0x59a500,string,"NOPT09GL.FLI"
0x59a510,string,"NOPT08FL.FLI"
0x59a520,string,"QUITOKIN.FLI"
0x59a530,string,"NOPT08GL.FLI"
0x59a540,string,"NOPT07FL.FLI"
0x59a550,string,"QUT3STIL.FLI"
0x59a560,string,"QUT2STIL.FLI"
